"Airport.Code","Airport.Name","Time.Label","Month","Time.Month Name","Time.Year","Statistics.# of Delays.Carrier","Statistics.# of Delays.Late Aircraft","Statistics.# of Delays.National Aviation System","Statistics.# of Delays.Security","Statistics.# of Delays.Weather","Statistics.Carriers.Names","Statistics.Carriers.Total","Cancelled","Statistics.Flights.Delayed","Statistics.Flights.Diverted","Statistics.Flights.On Time","Statistics.Flights.Total","Statistics.Minutes Delayed.Carrier","Statistics.Minutes Delayed.Late Aircraft","Statistics.Minutes Delayed.National Aviation System","Statistics.Minutes Delayed.Security","Statistics.Minutes Delayed.Total","Statistics.Minutes Delayed.Weather"
"IAD","Washington, DC: Washington Dulles International","2008/06","6","June","2008","672","685","755","3","87","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","13","293","2200","58","3950","6501","49066","57275","51937","53","167188","8857"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2008/06","6","June","2008","881","1218","1390","12","146","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","13","167","3648","167","12181","16163","57188","80671","80548","402","231807","12998"
"JFK","New York, NY: John F. Kennedy International","2008/06","6","June","2008","561","887","1768","7","159","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","11","332","3382","95","6121","9930","46301","67186","123997","225","249345","11636"
"LAS","Las Vegas, NV: McCarran International","2008/06","6","June","2008","870","1463","1547","9","82","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","118","3974","25","10636","14753","44736","85606","54789","282","192251","6838"
"LAX","Los Angeles, CA: Los Angeles International","2008/06","6","June","2008","1295","1829","2195","10","107","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","196","5436","12","13613","19257","76459","116304","82908","376","285025","8978"
"LGA","New York, NY: LaGuardia","2008/06","6","June","2008","525","764","2623","1","202","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","683","4117","153","5203","10156","35804","54042","164639","45","270793","16263"
"MCO","Orlando, FL: Orlando International","2008/06","6","June","2008","736","1049","999","7","98","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","14","66","2893","78","8279","11316","43506","74956","44704","323","170016","6527"
"MDW","Chicago, IL: Chicago Midway International","2008/06","6","June","2008","300","818","348","4","90","Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,Southwest Airlines Co.","5","13","1561","51","5674","7299","14773","51888","17378","106","92315","8170"
"MIA","Miami, FL: Miami International","2008/06","6","June","2008","407","558","602","0","58","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","12","73","1627","12","3300","5012","30441","46999","28877","4","112484","6163"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2008/06","6","June","2008","718","795","1265","2","149","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","13","155","2928","42","8301","11426","64023","53129","54569","91","184974","13162"
"ORD","Chicago, IL: Chicago O'Hare International","2008/06","6","June","2008","1497","3639","6526","8","281","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","14","1438","11952","174","16978","30542","114554","283919","458409","285","882293","25126"
"PDX","Portland, OR: Portland International","2008/06","6","June","2008","432","519","491","1","30","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","13","23","1475","6","3661","5165","23021","30882","18801","22","75194","2468"
"PHL","Philadelphia, PA: Philadelphia International","2008/06","6","June","2008","462","634","1049","1","164","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","150","2313","25","6140","8628","27550","46068","57238","51","143345","12434"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2008/06","6","June","2008","1059","1201","1292","16","83","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","203","3651","13","13130","16997","60895","71295","46073","403","185476","6810"
"SAN","San Diego, CA: San Diego International","2008/06","6","June","2008","575","907","796","4","42","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","47","2325","14","5964","8350","28721","50659","29607","216","112307","3104"
"SEA","Seattle, WA: Seattle/Tacoma International","2008/06","6","June","2008","741","920","1416","8","55","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","14","55","3137","13","6970","10175","40616","56246","49348","228","150391","3953"
"SFO","San Francisco, CA: San Francisco International","2008/06","6","June","2008","834","1071","2833","7","116","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","15","234","4861","26","7183","12304","50312","77298","164814","411","301876","9041"
"SLC","Salt Lake City, UT: Salt Lake City International","2008/06","6","June","2008","542","630","741","5","45","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","12","53","1966","6","10177","12202","27786","34272","27310","93","93011","3550"
"TPA","Tampa, FL: Tampa International","2008/06","6","June","2008","420","608","510","1","78","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","13","34","1621","49","4836","6540","22159","41900","23373","23","94529","7074"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2008/07","7","July","2008","2065","2551","4561","6","635","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","846","9817","402","25369","36434","169423","207139","363383","220","816935","76770"
"BOS","Boston, MA: Logan International","2008/07","7","July","2008","637","876","1359","6","126","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","14","420","3005","21","7145","10591","44612","73333","87567","350","217595","11733"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2008/07","7","July","2008","405","840","703","8","184","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","125","2138","23","7017","9303","25590","66950","49945","467","161758","18806"
"CLT","Charlotte, NC: Charlotte Douglas International","2008/07","7","July","2008","791","660","977","1","97","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","14","162","2523","82","8054","10821","47092","47277","47330","28","148427","6700"
"DCA","Washington, DC: Ronald Reagan Washington National","2008/07","7","July","2008","385","496","762","2","99","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","14","319","1745","29","5468","7561","20728","31717","43959","116","104324","7804"
"DEN","Denver, CO: Denver International","2008/07","7","July","2008","1068","1610","1464","5","167","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","284","4311","79","17366","22040","66032","105376","64303","175","249919","14033"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2008/07","7","July","2008","1157","2161","1363","7","128","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","14","364","4817","118","20094","25393","86647","125939","53461","396","275792","9349"
"DTW","Detroit, MI: Detroit Metro Wayne County","2008/07","7","July","2008","592","779","701","5","97","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","178","2174","23","12017","14392","44966","51044","29738","160","136829","10921"
"EWR","Newark, NJ: Newark Liberty International","2008/07","7","July","2008","453","902","3012","6","121","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","380","4492","87","7285","12244","33542","73033","210501","265","326405","9064"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2008/07","7","July","2008","386","451","411","2","51","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","13","43","1302","19","4143","5507","22344","34238","17468","75","79412","5287"
"IAD","Washington, DC: Washington Dulles International","2008/07","7","July","2008","633","576","579","3","66","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","13","235","1859","25","4645","6764","41266","42915","40413","100","129702","5008"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2008/07","7","July","2008","774","970","911","11","96","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","13","118","2761","36","13962","16877","55919","64185","40439","390","167689","6756"
"JFK","New York, NY: John F. Kennedy International","2008/07","7","July","2008","651","791","2650","5","189","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.","10","514","4289","99","6597","11499","57571","65319","182353","268","320349","14838"
"LAS","Las Vegas, NV: McCarran International","2008/07","7","July","2008","823","1145","650","11","70","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","138","2699","8","12381","15226","47117","68435","26665","559","147968","5192"
"LAX","Los Angeles, CA: Los Angeles International","2008/07","7","July","2008","1157","1478","1100","15","96","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","258","3847","12","15691","19808","69390","99183","46388","742","222717","7014"
"LGA","New York, NY: LaGuardia","2008/07","7","July","2008","548","643","2364","0","174","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","564","3728","83","6131","10506","39117","47832","136504","13","236450","12984"
"MCO","Orlando, FL: Orlando International","2008/07","7","July","2008","755","1030","748","5","76","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","14","93","2610","16","8859","11578","48004","77917","34737","264","167822","6900"
"MDW","Chicago, IL: Chicago Midway International","2008/07","7","July","2008","263","632","227","6","58","Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,Southwest Airlines Co.","5","23","1186","16","6206","7431","13193","41121","9883","425","69271","4649"
"MIA","Miami, FL: Miami International","2008/07","7","July","2008","444","493","546","7","59","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","12","65","1549","22","3534","5170","29757","37346","23841","551","95659","4164"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2008/07","7","July","2008","597","657","780","5","72","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","13","110","2109","25","9440","11684","41835","39498","29441","138","117882","6970"
"ORD","Chicago, IL: Chicago O'Hare International","2008/07","7","July","2008","1416","2817","4142","10","216","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","14","934","8600","115","21953","31602","104078","189362","259730","485","572383","18728"
"PDX","Portland, OR: Portland International","2008/07","7","July","2008","355","433","261","5","24","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","13","23","1080","1","4281","5385","17653","27556","10565","213","57607","1620"
"PHL","Philadelphia, PA: Philadelphia International","2008/07","7","July","2008","423","570","1028","4","176","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","189","2200","40","6467","8896","26261","40844","61144","113","142657","14295"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2008/07","7","July","2008","1069","936","925","13","81","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","202","3026","49","14113","17390","60786","54093","39707","408","162968","7974"
"SAN","San Diego, CA: San Diego International","2008/07","7","July","2008","487","653","342","2","34","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","58","1516","0","7039","8613","24482","40063","15249","52","82550","2704"
"SEA","Seattle, WA: Seattle/Tacoma International","2008/07","7","July","2008","707","764","1032","6","56","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","14","68","2567","7","8086","10728","38464","45210","36853","273","124800","4000"
"SFO","San Francisco, CA: San Francisco International","2008/07","7","July","2008","859","997","1943","14","94","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","15","274","3904","13","8651","12842","51931","69750","122715","714","252590","7480"
"SLC","Salt Lake City, UT: Salt Lake City International","2008/07","7","July","2008","526","576","407","4","35","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","12","81","1547","10","10838","12476","30416","35005","17129","101","84944","2293"
"TPA","Tampa, FL: Tampa International","2008/07","7","July","2008","438","577","435","3","67","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","13","48","1519","30","5116","6713","26050","42464","19633","312","93582","5123"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2008/08","8","August","2008","1935","1904","3482","6","347","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","566","7673","93","27246","35578","150351","127748","178275","211","484245","27660"
"BOS","Boston, MA: Logan International","2008/08","8","August","2008","636","763","1356","3","118","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","14","349","2876","23","7109","10357","43520","59377","84634","68","198940","11341"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2008/08","8","August","2008","399","695","435","2","86","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","71","1618","9","7404","9102","19037","43737","21553","45","90287","5915"
"CLT","Charlotte, NC: Charlotte Douglas International","2008/08","8","August","2008","693","489","861","8","69","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","14","214","2124","5","8273","10616","37363","32693","33581","408","108812","4767"
"DCA","Washington, DC: Ronald Reagan Washington National","2008/08","8","August","2008","377","394","458","3","77","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","14","257","1306","12","5775","7350","20848","25193","19956","96","72359","6266"
"DEN","Denver, CO: Denver International","2008/08","8","August","2008","936","1436","1690","7","155","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","204","4221","79","17258","21762","56038","94438","69638","209","233505","13182"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2008/08","8","August","2008","1069","2340","1601","2","240","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","14","495","5253","100","19430","25278","76298","140734","60836","49","293125","15208"
