Position,Location,Gender,Education,Experience (Years),Salary
Research Analyst,New Delhi,Male,B.Tech/B.E.,21,2333331
C+ Linux,Hyderabad,Female,B.Tech/B.E.,14,705072
Research Analyst,New Delhi,Female,B.Com,16,2327716
Research analyst,Noida,Female,B.Sc,20,1162755
Maths Teacher,Chennai,Male,B.Sc,20,1120560
C+ Linux,New Delhi,Male,B.Tech/B.E.,20,1534668
Research analyst,New Delhi,Female,Diploma,19,2118611
C+ Linux,Hyderabad,Male,BCA,13,2148397
Research analyst,Bengaluru,Female,B.Tech/B.E.,15,2104487
BA/market research,Lucknow,Female,BCA,5,2333715
Maths Teacher,New Delhi,Female,BCA,5,1233958
Research analyst,Gurugram,Male,B.Tech/B.E.,26,2435840
C+ Linux,Pune,Female,B.Sc,11,2052377
C+ Linux,Paonta Sahib,Male,B.Sc,25,1883731
Research analyst,Gurugram,Male,Diploma,24,2493345
C+ Linux,Pune,Male,B.Tech/B.E.,12,1694145
Maths Teacher,Hyderabad,Male,B.B.A/ B.M.S,9,2414088
Maths Teacher,Hyderabad,Male,B.Sc,12,879759
Maths Teacher,Noida,Female,B.Tech/B.E.,7,2082529
Maths Teacher,Bengaluru,Male,B.A,15,1727764
Maths Teacher,Pune,Female,B.Com,12,2331900
Maths Teacher,Hyderabad,Male,B.Tech/B.E.,5,584011
research analyst,Nagaur,Male,B.Tech/B.E.,19,838203
Research analyst,New Delhi,Female,B.Sc,15,2226493
Research analyst,Lucknow,Female,B.A,26,1257873
GCP Devops,Noida,Female,B.Sc,16,1457528
GCP Devops,Chennai,Male,BCA,16,626960
GCP Devops,New Delhi,Female,B.Tech/B.E.,27,2036814
Research analyst,Kaithal,Male,B.Tech/B.E.,6,1926416
GCP Devops,Bengaluru,Male,B.Tech/B.E.,15,2355478
GCP Devops,New Delhi,Female,B.Sc,5,574388
GCP Data Engineer,Hyderabad,Female,B.Tech/B.E.,26,1954801
Reasearch Analyst,New Delhi,Male,B.Com,12,1143359
GCP Data Engineer,Mumbai Suburban,Male,BCA,15,505734
GCP Data Engineer,Hyderabad,Female,B.Sc,19,1853761
GCP Data Engineer,New Delhi,Female,B.Sc,12,704779
Data Science,Kolkata,Female,B.Tech/B.E.,5,2032890
GCP Devops,Bengaluru,Male,B.Tech/B.E.,16,1309757
GCP Data Engineer,Noida,Female,B.Com,21,2150202
Data Science,Noida,Female,B.Tech/B.E.,26,2358200
Research Analyst,Coimbatore,Male,BCA,24,1327406
pythomn ML,Mumbai,Female,B.Tech/B.E.,25,1186300
C+ Linux,Gurugram,Male,B.A,28,854640
GCP Devops,Noida,Female,NA,28,990207
Data Science,Ghaziabad,Male,Diploma,19,1816538
GCP Data Engineer,Bhatkal,Female,B.Tech/B.E.,15,1372775
Research Analyst,Noida,Male,B.Com,10,1371468
Python Backend Developer,Chennai,Male,B.Com,16,763717
GCP Data Engineer,Noida,Female,B.A,13,1456811
C+ Linux,Pune,Female,B.Com,22,667144
GCP Data Engineer,Prayagraj,Male,B.A,26,1804057
Data Science,Bengaluru,Female,B.Tech/B.E.,15,830652
GCP Devops,Gurugram,Female,B.Com,5,2148510
Research Anlyst,New Delhi,Female,B.Tech/B.E.,6,2305939
Performance testing,Gurugram,Male,B.Tech/B.E.,10,709225
Performance testing,Hyderabad,Male,B.Sc,22,2065043
Performance testing,Pune,Male,B.Tech/B.E.,17,2120550
Performance testing,New Delhi,Male,Diploma,6,1384267
Performance testing,Noida,Male,BCA,9,872552
Mainframe Nasco,Not Mentioned,Male,B.Tech/B.E.,9,738389
Mainframe Nasco,Kochi,Female,B.Tech/B.E.,18,1147655
Data Science,Chandigarh,Female,B.Tech/B.E.,22,1736986
Python ML,Chennai,Male,B.Com,23,2491786
GCP Devops,Noida,Female,B.A,28,678678
UI Angular,Gurugram,Male,B.Com,18,727212
UI Angular,Amritsar,Male,B.Com,5,1236341
Python ML,Jalgaon,Male,B.B.A/ B.M.S,14,2442763
GCP Devops,Kolhapur,Male,B.A,18,2169736
Data Science,Bilaspur,Male,BCA,20,2365189
UI Angular,Noida,Female,B.A,24,1298953
UI Angular,Thiruvananthapuram,Male,B.Tech/B.E.,23,1239202
UI Angular,Gurugram,Male,B.Tech/B.E.,8,1110221
Database Engineer,New Delhi,Male,B.A,8,701962
UI Angular,New Delhi,Female,B.B.A/ B.M.S,23,1142189
Database Engineer,Mumbai,Male,Diploma,24,1826133
Performance testing,Gurugram,Male,B.Tech/B.E.,17,2203201
Performance testing,Pune,Female,B.Tech/B.E.,25,2310319
Mainframe Nasco,Hyderabad,Male,B.Tech/B.E.,17,668385
"Mainframe Developer with NASCO Claims Processing
",New Delhi,Male,B.Tech/B.E.,18,613641
Mainframe Nasco,Gurugram,Male,B.A,17,2180971
Python Fullstack Developer,Pune,Female,B.Tech/B.E.,24,1737119
Database Engineer,Gurugram,Male,NA,18,1941926
Python Fullstack Developer,Bengaluru,Male,B.Tech/B.E.,11,1232195
UI with REACT,Hyderabad,Female,B.Com,8,1781296
UI Angular,Bengaluru,Male,B.Sc,27,2245346
UI Angular,New Delhi,Male,Diploma,6,2427072
mean/mern,Gurugram,Male,B.Com,19,600549
mean/mern,Pune,Female,B.Sc,18,1422711
Collibra,Mumbai,Female,Diploma,7,2236180
GCP Devops,Hyderabad,Male,B.Tech/B.E.,21,1173290
mean/mern,Ramnagar,Male,B.Tech/B.E.,8,2023770
Meanstack Developer,New Delhi,NA,Diploma,8,2168275
Meanstack Developer,Gurugram,Female,B.Tech/B.E.,22,2322629
Meanstack Developer,Ghaziabad,Female,B.A,10,1630157
Meanstack Developer,New Delhi,Male,B.Sc,12,747373
Meanstack Developer,Noida,Female,B.Tech/B.E.,19,2484355
GCP Admin,Jalandhar,Male,B.Tech/B.E.,10,1636684
Application/ Product,Meerut,Female,Diploma,26,1591784
mean/mern,Padampur,Female,B.Tech/B.E.,11,2141833
Python Fullstack Developer,New Delhi,Male,B.Tech/B.E.,17,988136
UI Develo[er,Pune,Male,B.A,20,2258266
Application/ Product,Kannur,Male,BCA,21,704688
UI Develo[er,Gurugram,Male,B.Com,27,2274377
UI with REACT,Pune,Male,B.B.A/ B.M.S,15,1669520
Application/ Product,Hubli,Female,B.Tech/B.E.,7,740469
UI React,Kolkata,Male,B.Com,27,1421359
UI Angular,New Delhi,Male,B.Tech/B.E.,14,922758
mean/mern,Gurugram,Male,B.A,23,2378417
UI Angular,Prayagraj,Male,B.Sc,21,1991761
Application/ Product,Ghaziabad,Male,B.Tech/B.E.,27,2007229
Verilog,Ranchi,Male,B.Sc,7,868103
Application/ Product,Bengaluru,Female,B.Com,18,2414688
Cuda Developer,Warangal,Male,B.Sc,19,1607796
Cuda Developer,Pune,Female,Not Pursuing Graduation,20,1746532
Cuda Developer,Hyderabad,Female,B.Tech/B.E.,27,1697256
Cuda Developer,Gurugram,Male,B.Tech/B.E.,28,985874
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,26,2218918
Cuda Developer,Noida,Female,B.Sc,19,929992
Application/ Product,Gurugram,Female,B.Tech/B.E.,24,602856
Verilog,Lucknow,Male,BJMC,5,887682
Application/ Product,Faridabad,Male,B.A,19,783498
Cuda Developer,Guwahati,Female,B.Tech/B.E.,25,580459
Verilog,Kanpur,NA,course on computer concepts,20,2255793
Python Fullstack Developer,Bengaluru,Male,BCA,6,703991
Python Fullstack Developer,Noida,Male,B.Des.,8,1732741
Python Fullstack Developer,Diva - Maharashtra,Female,B.A,18,819415
Python Fullstack Developer,Gurugram,Female,B.Com,8,1179445
research analyst,New Delhi,Male,B.Com,28,1755703
Bigdata Developer,Kolkata,Male,BCA,18,2257224
UI Angular,Visakhapatnam,Male,B.Tech/B.E.,12,1850281
Maths Teacher,Kolkata,Male,B.Tech/B.E.,19,2097404
Maths Teacher,New Delhi,Female,B.Tech/B.E.,5,1810946
Verilog,Bengaluru,NA,B.Tech/B.E.,15,2296321
Verilog,Noida,Female,B.Tech/B.E.,26,1540574
Bigdata Developer,New Delhi,Male,B.Tech/B.E.,10,2060337
Bigdata Developer,New Delhi,Female,NA,22,938774
Selenium/Python,Kolkata,Male,B.A,16,1095363
Cuda Developer,Pune,Female,B.Tech/B.E.,6,1247116
Cuda Developer,Kolkata,Male,B.Tech/B.E.,23,1426622
Cuda Developer,New Delhi,Female,B.Tech/B.E.,28,781903
Cuda Developer,New Delhi,Male,B.Tech/B.E.,27,835018
Cuda Developer,New Delhi,Female,B.Tech/B.E.,11,1869075
UI with React,New Delhi,Female,BCA,20,1508540
Cuda Developer,Pune,Female,B.Sc,14,2122242
Bigdata Developer,Noida,Male,B.Sc,25,1298569
Cuda Developer,Kolkata,Female,B.Tech/B.E.,9,1316965
Integration Developer,Jaipur,Female,B.Tech/B.E.,7,2427016
Cuda Developer,Kolkata,Female,B.Sc,18,1183588
Maths Teacher,Indore,Female,B.Com,26,1070710
Verilog,Bengaluru,Female,B.Tech/B.E.,15,1472969
Cuda Developer,Hyderabad,Male,B.Tech/B.E.,12,795101
Eclipse Architect,Mumbai,Female,B.A,17,1543171
Verilog,Noida,Female,B.Tech/B.E.,17,1743297
Cuda Developer,Bilaspur,Male,B.Tech/B.E.,25,2389500
Mean Stack,New Delhi,Male,B.Tech/B.E.,11,2122108
C+ Linux,Pune,Female,B.Tech/B.E.,6,2164786
C+ Linux,New Delhi,Male,B.A,27,650175
Cuda Developer,Noida,Male,B.Tech/B.E.,21,1038412
Python Fullstack Developer,Pune,Male,B.A,5,1473366
Mean Stack,Hyderabad,Male,BCA,11,1675495
Cuda Developer,"Mumbai, Maharashtra, pune - Maharashtra",Male,B.Com,11,1162847
Verilog,Kolkata,Male,B.Tech/B.E.,15,1296813
Mean Stack,Navi Mumbai,Male,B.Sc,19,2438974
Python Fullstack Developer,New Delhi,Male,B.Tech/B.E.,27,2126371
UI with React,Guwahati,Male,B.A,18,1109204
BMC Control Admin,Bengaluru,Male,B.Tech/B.E.,15,1204874
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,7,1019899
BMC Control Admin,Chennai,Male,B.Com,23,1302010
BMC Control Admin,New Delhi,Male,B.Sc,16,2499925
Cuda Developer,Bengaluru,Male,B.Com,8,1566040
UI with React,Gurugram,Male,B.Tech/B.E.,8,1156575
BMC Control Admin,New Delhi,Female,BCA,7,760467
pythomn ML,Kolkata,Male,B.Sc,28,1373529
Verilog,Pune,Male,BCA,5,1884378
BMC Control Admin,New Delhi,Male,B.Sc,27,1381524
Cuda Developer,New Delhi,Female,B.Tech/B.E.,12,554922
Cuda Developer,New Delhi,Male,B.Sc,26,1870077
Power BI,Nagpur,Female,B.Tech/B.E.,19,993641
Cuda Developer,Noida,Female,BCA,6,560365
Cuda Developer,Mumbai,Female,BCA,11,645752
C+ Linux,New Delhi,Male,B.PHARMACY,27,1684091
Mean Stack,Tiruchirapalli,Female,B.Sc,5,1001836
C+ Linux,Mumbai,Male,B.Tech/B.E.,18,1072399
Bigdata Developer,New Delhi,Male,B.Tech/B.E.,28,1769377
Application/ Product,Pune,Female,Diploma,17,1822814
Verilog,Bengaluru,Male,B.A,23,2034637
Verilog,Pune,Female,B.Sc,23,1827130
Verilog,Pune,Female,B.Pharma,5,539149
Verilog,Noida,Male,B.Sc,23,752594
Verilog,Bengaluru,Female,B.Sc,9,2373165
Verilog,Noida,Male,BCA,24,1407224
Bigdata Developer,Dindigul,Male,B.B.A/ B.M.S,21,1784093
Python Fullstack Developer,Noida,Male,BBM,24,1509991
Verilog,"Mumbai, Maharashtra - Maharashtra",Male,B.Tech/B.E.,18,2353107
Software Engineer,Bengaluru,Male,NA,24,1029724
ui angular,Siliguri,Male,BCA,19,2062011
Bigdata Developer,Kolkata,Female,B.Sc,12,902694
Python Fullstack Developer,Hyderabad,Male,Diploma,27,1544659
full stack +ui developer,Bengaluru,Female,BCA,11,1014784
Verilog,Mumbai,Male,B.Tech/B.E.,18,1129347
Cuda Developer,New Delhi,Male,B.A,21,2220269
Snowflake Admin,New Delhi,Male,B.Tech/B.E.,6,934387
Application/ Product,New Delhi,Female,B.Tech/B.E.,23,2258914
Data Engineer,Noida,Male,B.Tech/B.E.,26,2141194
Verilog developer,Hyderabad,Female,B.Tech/B.E.,5,1354532
Cuda Developer,Gurugram,Male,B.Tech/B.E.,13,2122226
Verilog,"Noida, Delhi - Uttar Pradesh",Female,B.Tech/B.E.,19,1793415
Python Fullstack Developer,Bengaluru,Male,B.Tech/B.E.,6,1797497
Cuda Developer,Pune,Male,B.Tech/B.E.,18,1208063
Python Fullstack Developer,Mumbai,Male,B.Sc,22,1094765
Cuda Developer,Bengaluru,Male,B.Sc,8,1788461
PGT Chemistry,Noida,Male,B.Sc,12,2215609
Maths Teacher,Noida,Female,B.A,5,1548834
ui angular,Noida,Male,B.Com,10,1823263
Cuda Developer,Pune,Male,B.Com,5,1201625
Python Fullstack Developer,Noida,Female,B.Com,23,1098992
Software Engineer,New Delhi,Male,B.Sc,11,752555
Verilog developer,Navi Mumbai and pune - Maharashtra,Female,B.Com,6,2098457
ui angular,Bengaluru,Male,B.Tech/B.E.,23,940684
Cuda Developer,Lucknow,Male,B.Tech/B.E.,17,637283
ui angular,Ahmedabad,Male,B.Tech/B.E.,14,1627705
BMC Control-M version,Noida,Female,B.Com,27,1102242
Cuda Developer,Bengaluru,Female,B.B.A/ B.M.S,13,1346813
C+ Linux,New Delhi,Male,B.Sc,9,1091048
C+ Linux,Chennai,Female,B.Tech/B.E.,7,2429383
C+ Linux,Jamshedpur,Male,Diploma,24,1999534
C+ Linux,Pune,Female,B.B.A/ B.M.S,9,1034521
ui/ angular,"New Delhi, Delhi, NOIDA, Pune - Delhi",Male,BCA,16,2115798
Python Fullstack Developer,New Delhi,Male,B.Sc,16,1998779
UI Angular,Bengaluru,Male,B.Tech/B.E.,16,2288672
Python Fullstack Developer,Bengaluru,Male,B.Com,28,1315976
UI with React,Chennai,Female,B.Tech/B.E.,23,1607730
UI Angular,Pune,Female,B.Com,28,2184614
ui angular,Bengaluru,Female,Mtech,19,2418385
Maths Teacher,Chennai,Male,B.A,27,697753
Verilog developer,Noida,Female,B.Tech/B.E.,17,1278804
Verilog,Mumbai,Male,B.Sc,17,2128521
BMC Control Admin,New Delhi,Female,B.Tech/B.E.,14,1481549
UI REACT,Visakhapatnam,Male,B.Sc,14,1893798
UI REACT,Mohali,Female,B.Com,14,1896411
Maths Teacher,Bengaluru,Male,B.Com,26,1023539
UI REACT,Kolkata,Male,NA,6,1990466
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,27,2404804
UI REACT,Kanpur,Female,B.Sc,21,2216277
BMC Control,Bengaluru,Female,B.Tech/B.E.,14,1405146
Data Engineer,Gurugram,Male,B.Sc,22,1257637
Data Engineer,Lucknow,Female,BCA,14,1979079
Data Engineer,Gurugram,Male,B.Sc,20,2438441
UI with React,Nagpur,Male,B.Tech/B.E.,28,1403607
Cuda Developer,Bengaluru,Female,B.Tech/B.E.,9,798290
Cuda Developer,Nagpur,Male,LLB,27,1962283
Cuda Developer,Pune,Male,B.Com,25,537346
BMC Control,New Delhi,Male,B.Com,20,823986
Selenium Python,New Delhi,Male,BCA,27,1891649
Cuda Developer,Mumbai,Female,B.A,24,815067
Cuda Developer,Noida,Male,B.A,13,1481526
UI with React,Noida,Male,BCA,20,1921927
Cuda Developer,Patna,Male,B.Com,24,2168000
Data Engineer,Bengaluru,Male,B.Sc,25,2197709
Selenium Python,Kurnool,Female,B.Com,28,2203084
UI with React,work from home banglore - Karnataka,Female,Diploma,17,597329
NPD Design-Chassis,Hyderabad,Male,NA,8,2460327
Cuda Developer,Hyderabad,Female,B.Com,20,2190353
Data Engineer,Noida,Male,B.Com,27,2077089
Data Engineer,Noida,Female,B.Sc,13,1235787
Data Engineer,Noida,Female,B.Com,7,521811
AWS Solution Architect|AWS Data Architect,New Delhi,Female,BCA,6,1529693
UI with React,Dehli - Delhi,Male,B.Tech/B.E.,5,1109964
Lead Data Engineer,Hyderabad,Male,B.Tech/B.E.,8,1831398
Selenium Python,Noida,Male,B.Tech/B.E.,28,1379365
NPD Design-Chassis,Dhanbad,Male,B.Com,19,1885031
Data Engineer,New Delhi,Female,B.Tech/B.E.,11,906157
Data Engineer,New Delhi,Female,B.Tech/B.E.,28,821436
Selenium Python,Bengaluru,Male,B.Tech/B.E.,18,1827924
Selenium Python,Pune,Male,B.A,17,1224153
Cuda Developer,New Delhi,Male,BCA,8,1362788
UI with React,Bengaluru,Male,B.Tech/B.E.,16,1375368
Cuda Developer,Ghaziabad,Male,B.Tech/B.E.,21,867277
Selenium Python,Mohali,Male,BBA,26,1978064
MernmStack,Faridabad,Male,B.Com,11,891388
MernmStack,New Delhi,Male,B.Tech/B.E.,8,2340772
MernmStack,Hyderabad,Male,B.A,27,1850076
MernmStack,New Delhi,Male,B.Sc,5,943513
UI with React,Noida,Female,BCA,16,1733456
MernmStack,Chennai,Female,Diploma,14,1453094
MernmStack,New Delhi,Male,B.Tech/B.E.,9,1136614
UI with React,New Delhi,Female,B.Sc,7,2341375
Data Engineer,Hyderabad,Male,BCA,14,933889
Data Engineer,Bengaluru,Male,BCA,7,1223417
Selenium Python,Lucknow,Female,B.Tech/B.E.,15,696410
UI with React,New Delhi,Female,B.Tech/B.E.,20,918018
Selenium Python,Gurugram,Female,B.Com,24,916282
Data Engineer,Pune,Male,Diploma,23,1505482
NPD Design-Chassis,Paonta Sahib,Male,B.Tech/B.E.,15,2386905
UI with React,Gurugram,Male,B.Tech/B.E.,7,1474606
NPD Design-Chassis,Pune,Male,B.B.A/ B.M.S,22,1302308
UI with React,Hyderabad,Female,B.Sc,7,1666206
Selenium Python,Hyderabad,Female,B.A,21,2247910
Data Engineer,Noida,Female,B.Tech/B.E.,11,1166987
Selenium Python,Bengaluru,Male,BCA,13,1138559
Data Engineer,Gurugram,Male,LLB,26,1006036
C+ Linux,Bengaluru,Female,B.Com,7,1474563
Selenium Python,Bengaluru,Male,B.Com,13,1277777
Data Engineer,Kolkata,Male,B.Sc,14,2010590
Cuda Developer,Noida,Male,B.A,22,1884613
C+ Linux,London - United Kingdom (UK),Male,B.Com,13,1751025
C+ Linux,Pune,Male,B.Tech/B.E.,7,671524
Cuda Developer,New Delhi,Male,B.Tech/B.E.,28,2450581
BMC Control,Bengaluru,Male,B.A,20,2286233
Cuda Developer,Bahadurgarh,Male,BCA,16,940190
Cuda Developer,Pune,Female,BCA,24,617950
BMC Control,Srinagar,Male,B.Tech/B.E.,27,1881642
BMC Control,"Pune, kolhapur - Maharashtra",Female,BCA,5,2015915
BMC Control,Chennai,Male,B.Sc,23,546275
BMC Control,New Delhi,Female,B.Tech/B.E.,26,1508153
Cuda Developer,New Delhi,Male,B.Tech/B.E.,9,1183659
Cuda Developer,Ghaziabad,Female,B.Sc,10,1013733
Cuda Developer,Lucknow,Male,B.Com,16,1422261
Maths Teacher,Jaipur,Female,B.Tech/B.E.,28,926910
Salesfoce Developer,Noida,Female,B.Tech/B.E.,18,2398225
Salesfoce Developer,Bengaluru,NA,B.A,20,674565
Maths Teacher,New Delhi,Male,BCA,13,2404171
Maths Teacher,Hyderabad,Male,B.Tech/B.E.,17,1342521
Maths Teacher,Pune,Male,B.B.A/ B.M.S,13,2195674
Maths Teacher,New Delhi,Male,B.A,25,2271380
Maths Teacher,Rajahmundry,Male,B.A,24,1080471
Cuda Developer,Faridabad,Male,NA,26,2404251
Cuda Developer,New Delhi,Female,B.Sc,19,2315334
Maths Teacher,New Delhi,Female,B.Com,8,1653673
Salesfoce Developer,Pune,Male,B.Tech/B.E.,24,815281
Salesfoce Developer,New Delhi,Male,Diploma,5,1166141
Salesfoce Developer,Uttar Pradesh - Uttar Pradesh,Male,B.A,6,2445149
Salesfoce Developer,Bhopal,Male,B.A,5,2216445
Salesfoce Developer,Varanasi,Female,B.Tech/B.E.,22,1315772
Basic/Advance Maths Teacher,Bengaluru,Male,BCA,17,1085358
AML Triage Analyst,Hyderabad,Male,B.Tech/B.E.,10,585000
Salesforce,Bengaluru,Female,B.A,14,1786413
Python Backend Developer,Mumbai,Male,B.Tech/B.E.,21,1061202
Python Backend Developer,MEERUT - United States (USA),Male,B.Tech/B.E.,26,2082985
Mernstack,New Delhi,Female,B.Tech/B.E.,8,1647286
ELK Engineer,Pune,Male,B.Tech/B.E.,11,1719858
,Noida,Female,B.Tech/B.E.,8,504577
Python Machine learning+ NLP,Kota,Male,B.Tech/B.E.,6,1733824
Python Machine learning+ NLP,Noida,Female,B.Tech/B.E.,10,2117708
UI with React,Kashipur,Male,B.Com,5,1310221
Python Backend Developer,Bengaluru,Female,B.Tech/B.E.,25,895187
Python Machine learning+ NLP,Noida,Female,B.Com,7,1132818
Python Machine learning+ NLP,Noida,Female,B.Sc,6,606108
Python Machine learning+ NLP,Sathyamangalam,Female,B.Sc,5,1658552
Python Machine learning+ NLP,Pune,Male,BCA,20,1411936
Verilog,Ranchi - Madhya Pradesh,Male,B.Tech/B.E.,11,1334018
Verilog,Coimbatore,Female,B.Sc,11,949721
Verilog,Gurugram,Male,NA,22,726520
Linux/CI/CD/Jenkin/AWS/Devops,New Delhi,Male,B.Tech/B.E.,21,1998461
UI Angular,Bengaluru,Female,B.Tech/B.E.,17,2328845
Java Developer,Chandigarh,Female,BCA,6,1487581
Python,Noida,Male,B.A,18,1177110
AWS/Devops,Mumbai,Male,B.B.A/ B.M.S,7,2114455
Linux(UNuntu)/AWS,Bengaluru,Female,B.Tech/B.E.,24,1886971
Salesforce Developer,Hyderabad,Male,B.A,27,507571
Python Backend Developer,Kolkata,Male,B.Tech/B.E.,25,1326933
UI with React,Bengaluru,Female,B.A,18,1076477
Verilog,Gurugram,Male,Diploma,28,1302735
Verilog,New Delhi,Female,B.Com,8,684580
Verilog,New Delhi,Female,B.Tech/B.E.,11,1160677
UI with React,Kolkata,Female,BCA,18,726507
Python Fullstack,Noida,Male,B.Tech/B.E.,8,1420083
React Native,Durgapur,Male,B.Tech/B.E.,25,1910447
Python Fullstack,New Delhi,Male,B.Tech/B.E.,28,1460111
React Native,Pune,Female,B.Sc,12,1139481
Cyber Security,New Delhi,Male,B.Tech/B.E.,23,1540070
Python Backend,Mumbai,Male,B.Tech/B.E.,28,1110582
Computer Vision,Mumbai,Male,B.Tech/B.E.,13,1822336
cyber Security Practice,Pune,Male,B.Sc,24,1049140
React Native,North Goa,Male,BCA,19,1139278
Python Backend,Patna,Male,B.Com,23,1642970
RPA Developer,Mumbai,Male,B.Tech/B.E.,28,865271
cyber Security Practice,New Delhi,Male,B.Com,19,2348922
Data Science,Pune,Female,BCA,20,1427255
Data Science,New Delhi,Female,B.B.A/ B.M.S,19,2075978
Data Science,Kolkata,Male,B.Tech/B.E.,15,777614
Data Science,Pune,Male,BCA,22,1176913
Data Science,New Delhi,Male,B.Tech/B.E.,14,1182800
Data Science,Bengaluru,Male,B.Com,14,1289009
Data Science,Kolkata,Male,B.Com,7,2032177
Data Science,Gwalior,Female,B.Tech/B.E.,7,955840
Data Science,Noida,Male,B.Tech/B.E.,7,1121683
Data Science,New Delhi,Female,B.Tech/B.E.,6,1009669
Data Science,Bhiwandi,Female,B.Tech/B.E.,9,600088
React Native,New Delhi,Female,B.Tech/B.E.,9,968438
Computer Vision,New Delhi,Male,B.Sc,19,664527
UI with React,Gwalior,Male,B.Tech/B.E.,11,1874713
Computer Vision,Renukoot,Male,B.A,22,2123325
React Native,Bengaluru,Male,B.Com,9,1648723
UI with React,Bengaluru,Female,B.Sc,13,899664
UI with React,Noida,Male,B.Sc,9,2111462
UI with React,Bengaluru,Male,B.Com,26,1911830
React Native,Noida,Male,B.A,22,1928324
Computer Vision,Pune,Male,B.Sc,19,1797229
Computer Vision,Pune,Female,B.Sc,9,1494757
UI with React,Noida,Female,B.Com,7,1833987
React Native,Bengaluru,Female,B.Tech/B.E.,13,1920431
UI with React,New Delhi,Male,B.A,21,1948500
Python Backend,Mumbai,Male,B.Sc,20,830895
Meanstack,Pune,Male,B.Tech/B.E.,16,1058979
Computer Vision,New Delhi,Female,B.Tech/B.E.,27,1628970
Meanstack,Mumbai,Female,B.Tech/B.E.,15,1104399
MS Dynamics 365,Meerut,Male,B.Sc,7,700515
Computer Vision,New Delhi,Male,BCA,16,1165999
MS Dynamics 365,Gudivada,Male,B.Tech/B.E.,20,1875642
Python Fullstack,New Delhi,Male,B.Tech/B.E.,15,1819934
Computer Vision,Siliguri,Male,B.A,26,1638350
Meanstack,nioda - Uttar Pradesh,Male,B.Tech/B.E.,7,670607
Meanstack,Noida,Male,B.Tech/B.E.,6,505956
Python Fullstack,Mumbai,Male,B.Tech/B.E.,25,1558247
MS Dynamics 365,New Delhi,Female,B.Tech/B.E.,11,949088
Computer vision,Hyderabad,Male,B.Com,9,1877454
Computer vision,Pune,Male,B.Tech/B.E.,6,1939844
I Manage Support,New Delhi,Female,B.Sc,19,2108228
Computer vision,Noida,Male,B.Sc,8,2316658
Meanstack,Noida,Male,B.Sc,20,1295619
Meanstack,Gurugram,Female,BCA,22,1343080
Meanstack,New Delhi,Female,B.Sc,5,1161598
Meanstack,New Delhi,Male,B.A,28,553227
Meanstack,Dehradun,Male,B.Tech/B.E.,25,652644
Meanstack,Bengaluru,Male,B.Tech/B.E.,28,740563
MS Dynamics 365,Noida,Male,B.Com,7,2090017
Computer vision,New Delhi,Female,BCA,9,1224053
Computer vision,Kolkata,Male,B.Tech/B.E.,17,1916405
Python Backend,Erode,Male,BTECH,23,558228
MS Dynamics 365,New Delhi,Male,BCA,24,1475017
Computer vision,New Delhi,Female,B.A,17,1211399
Python Fullstack,New Delhi,Male,B.Tech/B.E.,17,2050656
Python Backend,Kolkata,Male,B.Tech/B.E.,9,1286569
Computer vision,New Delhi,Female,B.B.A/ B.M.S,28,2409664
Python Fullstack,New Delhi,Male,B.Com,17,2027605
I Manage Support,Noida,Male,BCA,7,1515927
C+ Linux,New Delhi,Female,B.Sc,15,1644676
Computer vision,New Delhi,Male,B.Com,19,2184300
Python Backend,New Delhi,Male,B.A,13,774477
C+ Linux,Mumbai,Male,B.B.A/ B.M.S,14,930901
Data Science,New Delhi,Male,B.Sc,18,1591770
Data Science,Chennai,Male,B.Tech/B.E.,11,1929143
Data Science,New Delhi,Female,NA,28,827048
C+ Linux,Hyderabad,Male,B.Sc,18,1259406
Python Backend,Hyderabad,Male,B.Sc,13,1206521
Python Fullstack,Hyderabad,Male,B.A,18,2421467
Salesfoce Developer,New Delhi,Male,B.Tech/B.E.,19,2062391
Salesfoce Developer,Pune,Male,B.Tech/B.E.,23,667868
Triage Analyst,Bengaluru,Male,B.Sc,20,1912762
UI Developer,New Delhi,Male,Diploma,7,2328900
Golang Developer,Bengaluru,Male,HSC,7,1044084
Golang Developer,New Delhi,Male,B.Tech/B.E.,7,858493
IOS Developer,Kolkata,Female,B.Tech/B.E.,10,1704134
Golang Developer,New Delhi,Male,BCA,24,1746557
Golang Developer,Meerut,Female,B.Tech/B.E.,21,1418015
Integration Engineer,New Delhi,Female,B.Tech/B.E.,8,2341460
Salesforce Developer,Kolkata,Male,BCA,17,2017206
Golang Developer,New Delhi,Male,NA,9,1622506
C and Linux,Pune,Male,B.A,13,1944278
Salesforce,Noida,Male,B.Com,9,1748548
Catia BIW,New Delhi,Male,B.Tech/B.E.,27,2090433
Catia BIW,Bhubaneswar,Female,BCA,23,757825
Catia BIW,New Delhi,Female,BCA,17,2173878
IOS Developer,New Delhi,Male,B.Tech/B.E.,14,547318
Mainframe Nasco,New Delhi,Female,Diploma,14,2436613
IISC,Noida,Female,B.Com,18,1569480
"HR Data BA, data Modelling",Hyderabad,Female,Diploma,21,1971497
Basic Math,Chennai,Male,BCA,7,567136
salesforce,Rudrpur - Uttarakhand,Male,B.Tech/B.E.,19,525929
